component_name,correlation_r,abs_correlation,p_value
cas_vs_final_layer_per_head_layer_17_head_19,0.01060,0.01060,0.87299
ecs_specific_layer_per_head_layer_20_head_2,-0.01055,0.01055,0.87357
cas_vs_final_layer_per_head_layer_24_head_22,0.01053,0.01053,0.87376
cas_alt_vs_current_layer_per_head_layer_3_head_13,-0.01053,0.01053,0.87383
cas_alt_vs_current_layer_per_head_layer_7_head_18,-0.01042,0.01042,0.87507
cas_alt_vs_current_layer_per_head_layer_5_head_1,-0.01039,0.01039,0.87544
cas_vs_current_layer_per_head_layer_27_head_6,0.01039,0.01039,0.87547
cas_vs_final_layer_per_head_layer_27_head_6,0.01039,0.01039,0.87547
cas_vs_current_layer_per_head_layer_14_head_3,-0.01038,0.01038,0.87556
cas_vs_current_layer_per_head_layer_2_head_1,0.01037,0.01037,0.87575
cas_vs_current_layer_per_head_layer_21_head_14,-0.01030,0.01030,0.87659
ecs_specific_layer_per_head_layer_9_head_9,-0.01024,0.01024,0.87728
ecs_prompt_specific_layer_per_head_layer_0_head_21,0.01018,0.01018,0.87797
ecs_prompt_specific_layer_per_head_layer_0_head_15,0.01015,0.01015,0.87838
cas_vs_current_layer_per_head_layer_8_head_3,-0.01010,0.01010,0.87890
bos_attention_proportion_per_head_layer_21_head_4,-0.01010,0.01010,0.87895
cas_alt_vs_current_layer_per_head_layer_0_head_22,0.01008,0.01008,0.87915
cas_vs_current_layer_per_head_layer_23_head_10,-0.01005,0.01005,0.87953
cas_vs_current_layer_per_head_layer_10_head_3,0.01004,0.01004,0.87960
ecs_specific_layer_per_head_layer_2_head_9,0.01003,0.01003,0.87976
bos_attention_proportion_per_head_layer_12_head_22,-0.01001,0.01001,0.88004
cas_alt_vs_current_layer_per_head_layer_7_head_14,0.01000,0.01000,0.88008
cas_alt_vs_current_layer_per_head_layer_0_head_0,0.00996,0.00996,0.88054
ecs_prompt_specific_layer_per_head_layer_16_head_7,0.00995,0.00995,0.88068
cas_alt_vs_current_layer_per_head_layer_3_head_15,-0.00995,0.00995,0.88071
ecs_prompt_specific_layer_per_head_layer_6_head_19,0.00985,0.00985,0.88187
ecs_specific_layer_per_head_layer_8_head_6,-0.00982,0.00982,0.88221
cas_vs_final_layer_per_head_layer_8_head_23,0.00979,0.00979,0.88258
ecs_specific_layer_per_head_layer_2_head_5,0.00979,0.00979,0.88260
cas_alt_vs_current_layer_per_head_layer_7_head_12,0.00972,0.00972,0.88340
cas_vs_current_layer_per_head_layer_23_head_5,-0.00968,0.00968,0.88394
attention_entropy_per_head_layer_27_head_7,-0.00967,0.00967,0.88407
ecs_prompt_specific_layer_per_head_layer_9_head_16,0.00964,0.00964,0.88438
cas_alt_vs_current_layer_per_head_layer_5_head_23,-0.00962,0.00962,0.88459
bos_attention_proportion_per_head_layer_2_head_17,-0.00960,0.00960,0.88493
ecs_specific_layer_per_head_layer_7_head_23,-0.00958,0.00958,0.88509
cas_vs_final_layer_per_head_layer_21_head_16,-0.00956,0.00956,0.88539
bos_attention_proportion_per_head_layer_20_head_22,0.00955,0.00955,0.88544
cas_vs_current_layer_per_head_layer_4_head_5,-0.00950,0.00950,0.88608
cas_alt_vs_current_layer_per_head_layer_7_head_10,-0.00946,0.00946,0.88650
cas_vs_current_layer_per_head_layer_21_head_18,0.00946,0.00946,0.88656
bos_attention_proportion_per_head_layer_0_head_4,0.00944,0.00944,0.88672
cas_vs_final_layer_per_head_layer_4_head_19,-0.00940,0.00940,0.88724
bos_attention_proportion_per_head_layer_18_head_14,-0.00938,0.00938,0.88749
ecs_specific_layer_per_head_layer_6_head_17,0.00936,0.00936,0.88770
ecs_specific_layer_per_head_layer_2_head_12,-0.00934,0.00934,0.88797
cas_alt_vs_current_layer_per_head_layer_2_head_16,0.00933,0.00933,0.88811
attention_entropy_per_head_layer_6_head_17,-0.00929,0.00929,0.88855
cas_vs_final_layer_per_head_layer_22_head_10,0.00926,0.00926,0.88895
cas_vs_current_layer_per_head_layer_9_head_0,0.00920,0.00920,0.88963
ecs_specific_layer_per_head_layer_6_head_14,-0.00917,0.00917,0.88994
ecs_specific_layer_per_head_layer_7_head_5,-0.00916,0.00916,0.89010
ecs_specific_layer_per_head_layer_0_head_17,-0.00913,0.00913,0.89050
pos_score_per_layer_layer_20,-0.00912,0.00912,0.89063
ecs_specific_layer_per_head_layer_13_head_20,0.00911,0.00911,0.89075
cas_vs_current_layer_per_head_layer_19_head_9,0.00910,0.00910,0.89087
ecs_specific_layer_per_head_layer_2_head_7,0.00906,0.00906,0.89127
cas_alt_vs_current_layer_per_head_layer_1_head_21,0.00903,0.00903,0.89167
semantic_drift_per_layer_layer_11,-0.00903,0.00903,0.89169
ecs_specific_layer_per_head_layer_21_head_4,-0.00901,0.00901,0.89188
ecs_prompt_specific_layer_per_head_layer_20_head_11,-0.00897,0.00897,0.89235
cas_vs_final_layer_per_head_layer_13_head_12,-0.00896,0.00896,0.89251
bos_attention_proportion_per_head_layer_9_head_22,-0.00896,0.00896,0.89253
cas_vs_current_layer_per_head_layer_3_head_10,0.00894,0.00894,0.89271
cas_vs_final_layer_per_head_layer_19_head_6,0.00890,0.00890,0.89316
ecs_specific_layer_per_head_layer_4_head_1,-0.00886,0.00886,0.89371
ecs_specific_layer_per_head_layer_16_head_10,-0.00885,0.00885,0.89380
ecs_specific_layer_per_head_layer_21_head_20,-0.00884,0.00884,0.89391
ecs_specific_layer_per_head_layer_12_head_17,-0.00880,0.00880,0.89445
bos_attention_proportion_per_head_layer_6_head_16,0.00872,0.00872,0.89541
pos_cos_similarity_per_layer_layer_21,-0.00871,0.00871,0.89546
ecs_specific_layer_per_head_layer_3_head_1,0.00869,0.00869,0.89577
ecs_specific_layer_per_head_layer_7_head_14,-0.00867,0.00867,0.89592
ecs_specific_layer_per_head_layer_4_head_5,0.00866,0.00866,0.89611
bos_attention_proportion_per_head_layer_26_head_13,0.00864,0.00864,0.89628
cas_vs_final_layer_per_head_layer_7_head_0,-0.00864,0.00864,0.89635
cas_alt_vs_current_layer_per_head_layer_24_head_18,-0.00862,0.00862,0.89653
cas_vs_final_layer_per_head_layer_3_head_8,0.00861,0.00861,0.89672
cas_vs_final_layer_per_head_layer_1_head_10,-0.00858,0.00858,0.89705
cas_vs_final_layer_per_head_layer_9_head_17,-0.00838,0.00838,0.89947
x_input_norm_per_layer_layer_13,-0.00832,0.00832,0.90015
x_post_ffn_norm_per_layer_layer_12,-0.00832,0.00832,0.90015
cas_alt_vs_current_layer_per_head_layer_0_head_10,-0.00824,0.00824,0.90110
cas_vs_current_layer_per_head_layer_13_head_4,0.00819,0.00819,0.90165
bos_attention_proportion_per_head_layer_12_head_3,0.00818,0.00818,0.90183
bos_attention_proportion_per_head_layer_17_head_18,0.00815,0.00815,0.90218
cas_vs_final_layer_per_head_layer_7_head_2,0.00815,0.00815,0.90220
cas_alt_vs_current_layer_per_head_layer_0_head_20,0.00810,0.00810,0.90273
cas_vs_current_layer_per_head_layer_13_head_3,0.00804,0.00804,0.90342
cas_vs_final_layer_per_head_layer_2_head_15,0.00799,0.00799,0.90409
ecs_specific_layer_per_head_layer_5_head_5,0.00789,0.00789,0.90529
cas_vs_final_layer_per_head_layer_3_head_14,-0.00788,0.00788,0.90535
attention_entropy_per_head_layer_4_head_4,-0.00788,0.00788,0.90541
attention_entropy_per_head_layer_24_head_11,0.00786,0.00786,0.90565
cas_vs_current_layer_per_head_layer_7_head_9,-0.00784,0.00784,0.90583
attention_entropy_per_head_layer_1_head_6,-0.00783,0.00783,0.90601
bos_attention_proportion_per_head_layer_20_head_9,0.00780,0.00780,0.90631
ecs_prompt_specific_layer_per_head_layer_15_head_4,0.00779,0.00779,0.90651
cas_vs_current_layer_per_head_layer_27_head_21,-0.00774,0.00774,0.90703
cas_vs_final_layer_per_head_layer_27_head_21,-0.00774,0.00774,0.90703
bos_attention_proportion_per_head_layer_6_head_5,0.00768,0.00768,0.90778
cas_vs_final_layer_per_head_layer_17_head_20,0.00760,0.00760,0.90869
cas_vs_final_layer_per_head_layer_8_head_19,-0.00759,0.00759,0.90890
cas_alt_vs_current_layer_per_head_layer_3_head_3,-0.00758,0.00758,0.90899
cas_vs_current_layer_per_head_layer_9_head_11,-0.00755,0.00755,0.90937
bos_attention_proportion_per_head_layer_5_head_20,-0.00752,0.00752,0.90965
cas_vs_final_layer_per_head_layer_13_head_19,0.00751,0.00751,0.90986
ecs_specific_layer_per_head_layer_4_head_15,0.00746,0.00746,0.91046
ecs_prompt_specific_layer_per_head_layer_15_head_10,0.00744,0.00744,0.91060
ecs_specific_layer_per_head_layer_9_head_16,0.00744,0.00744,0.91066
cas_vs_current_layer_per_head_layer_4_head_1,0.00743,0.00743,0.91073
cas_vs_final_layer_per_head_layer_24_head_7,0.00740,0.00740,0.91116
cas_vs_final_layer_per_head_layer_8_head_12,-0.00736,0.00736,0.91157
bos_attention_proportion_per_head_layer_19_head_15,-0.00735,0.00735,0.91176
cas_vs_final_layer_per_head_layer_4_head_18,-0.00733,0.00733,0.91191
ecs_specific_layer_per_head_layer_13_head_22,0.00724,0.00724,0.91307
v_ffn_norm_per_layer_layer_25,-0.00724,0.00724,0.91310
cas_alt_vs_current_layer_per_head_layer_7_head_21,0.00719,0.00719,0.91361
ecs_specific_layer_per_head_layer_2_head_18,-0.00714,0.00714,0.91425
cas_vs_final_layer_per_head_layer_25_head_0,0.00707,0.00707,0.91504
cas_vs_final_layer_per_head_layer_2_head_16,-0.00706,0.00706,0.91523
cas_alt_vs_current_layer_per_head_layer_5_head_22,-0.00699,0.00699,0.91601
cas_vs_current_layer_per_head_layer_5_head_19,-0.00697,0.00697,0.91627
cas_vs_current_layer_per_head_layer_10_head_15,0.00695,0.00695,0.91656
cas_vs_final_layer_per_head_layer_19_head_15,0.00694,0.00694,0.91658
cas_alt_vs_current_layer_per_head_layer_3_head_4,0.00690,0.00690,0.91709
ecs_prompt_specific_layer_per_head_layer_21_head_18,0.00682,0.00682,0.91801
cas_vs_current_layer_per_head_layer_16_head_9,-0.00682,0.00682,0.91806
bos_attention_proportion_per_head_layer_15_head_23,-0.00676,0.00676,0.91873
cas_vs_final_layer_per_head_layer_16_head_4,0.00665,0.00665,0.92016
cas_alt_vs_current_layer_per_head_layer_23_head_9,0.00661,0.00661,0.92053
cas_vs_final_layer_per_head_layer_16_head_13,0.00659,0.00659,0.92078
cas_vs_final_layer_per_head_layer_15_head_11,0.00658,0.00658,0.92093
attention_entropy_per_head_layer_3_head_7,0.00651,0.00651,0.92174
bos_attention_proportion_per_head_layer_1_head_7,-0.00644,0.00644,0.92260
cas_vs_current_layer_per_head_layer_4_head_8,0.00643,0.00643,0.92270
attention_entropy_per_head_layer_2_head_0,-0.00636,0.00636,0.92361
attention_entropy_per_head_layer_20_head_9,0.00634,0.00634,0.92386
ecs_prompt_specific_layer_per_head_layer_16_head_14,0.00631,0.00631,0.92416
cas_alt_vs_current_layer_per_head_layer_3_head_14,0.00630,0.00630,0.92432
cas_vs_current_layer_per_head_layer_11_head_19,0.00629,0.00629,0.92445
cas_vs_current_layer_per_head_layer_4_head_10,0.00628,0.00628,0.92452
cas_vs_current_layer_per_head_layer_6_head_13,0.00620,0.00620,0.92548
attention_entropy_per_head_layer_4_head_3,0.00615,0.00615,0.92606
attention_entropy_per_head_layer_15_head_0,-0.00608,0.00608,0.92689
cas_vs_current_layer_per_head_layer_18_head_14,0.00606,0.00606,0.92713
cas_vs_current_layer_per_head_layer_5_head_6,-0.00605,0.00605,0.92727
ecs_specific_layer_per_head_layer_16_head_12,0.00603,0.00603,0.92757
attention_entropy_per_head_layer_8_head_17,0.00599,0.00599,0.92806
v_ffn_norm_per_layer_layer_19,-0.00586,0.00586,0.92963
cas_alt_vs_current_layer_per_head_layer_7_head_19,0.00573,0.00573,0.93113
cas_vs_final_layer_per_head_layer_3_head_21,0.00565,0.00565,0.93214
cas_vs_final_layer_per_head_layer_15_head_8,-0.00564,0.00564,0.93220
cas_alt_vs_current_layer_per_head_layer_3_head_6,-0.00558,0.00558,0.93290
ecs_specific_layer_per_head_layer_3_head_10,-0.00557,0.00557,0.93299
cas_vs_current_layer_per_head_layer_27_head_22,0.00554,0.00554,0.93340
cas_vs_final_layer_per_head_layer_27_head_22,0.00554,0.00554,0.93340
cas_vs_final_layer_per_head_layer_4_head_22,0.00553,0.00553,0.93352
ecs_specific_layer_per_head_layer_3_head_9,-0.00551,0.00551,0.93374
ecs_prompt_specific_layer_per_head_layer_16_head_1,-0.00544,0.00544,0.93461
bos_attention_proportion_per_head_layer_8_head_23,0.00543,0.00543,0.93476
cas_vs_final_layer_per_head_layer_3_head_22,0.00543,0.00543,0.93478
ecs_specific_layer_per_head_layer_4_head_14,0.00536,0.00536,0.93551
bos_attention_proportion_per_head_layer_11_head_15,0.00534,0.00534,0.93586
cas_vs_final_layer_per_head_layer_27_head_14,0.00531,0.00531,0.93613
cas_vs_current_layer_per_head_layer_27_head_14,0.00531,0.00531,0.93613
cas_vs_current_layer_per_head_layer_8_head_12,-0.00529,0.00529,0.93638
attention_entropy_per_head_layer_15_head_18,0.00523,0.00523,0.93717
ecs_prompt_specific_layer_per_head_layer_16_head_13,-0.00522,0.00522,0.93725
cas_vs_final_layer_per_head_layer_1_head_1,0.00518,0.00518,0.93775
ecs_specific_layer_per_head_layer_21_head_10,-0.00509,0.00509,0.93878
cas_vs_current_layer_per_head_layer_17_head_23,-0.00507,0.00507,0.93902
cas_alt_vs_current_layer_per_head_layer_3_head_17,0.00506,0.00506,0.93911
bos_attention_proportion_per_head_layer_24_head_10,-0.00499,0.00499,0.93995
cas_vs_current_layer_per_head_layer_14_head_23,-0.00498,0.00498,0.94007
cas_alt_vs_current_layer_per_head_layer_3_head_7,0.00497,0.00497,0.94021
cas_vs_current_layer_per_head_layer_5_head_21,-0.00497,0.00497,0.94028
cas_vs_current_layer_per_head_layer_19_head_16,-0.00491,0.00491,0.94092
ecs_prompt_specific_layer_per_head_layer_15_head_15,-0.00491,0.00491,0.94099
v_ffn_norm_per_layer_layer_22,0.00489,0.00489,0.94120
attention_entropy_per_head_layer_0_head_12,0.00488,0.00488,0.94134
cas_alt_vs_current_layer_per_head_layer_5_head_2,-0.00487,0.00487,0.94140
attention_entropy_per_head_layer_4_head_6,-0.00485,0.00485,0.94165
ecs_prompt_specific_layer_per_head_layer_21_head_20,-0.00479,0.00479,0.94239
cas_vs_final_layer_per_head_layer_6_head_1,0.00477,0.00477,0.94261
bos_attention_proportion_per_head_layer_0_head_0,-0.00477,0.00477,0.94264
cas_vs_current_layer_per_head_layer_4_head_13,-0.00477,0.00477,0.94269
cas_vs_current_layer_per_head_layer_4_head_3,-0.00472,0.00472,0.94328
ecs_prompt_specific_layer_per_head_layer_8_head_13,0.00462,0.00462,0.94444
semantic_drift_per_layer_layer_12,0.00457,0.00457,0.94500
x_pre_ffn_norm_per_layer_layer_11,0.00449,0.00449,0.94604
ecs_specific_layer_per_head_layer_5_head_19,0.00443,0.00443,0.94668
cas_alt_vs_current_layer_per_head_layer_7_head_9,-0.00443,0.00443,0.94670
cas_vs_current_layer_per_head_layer_6_head_16,0.00439,0.00439,0.94720
cas_vs_final_layer_per_head_layer_22_head_3,-0.00432,0.00432,0.94809
cas_alt_vs_current_layer_per_head_layer_3_head_8,0.00430,0.00430,0.94828
ecs_specific_layer_per_head_layer_17_head_11,0.00429,0.00429,0.94843
cas_alt_vs_current_layer_per_head_layer_0_head_12,0.00426,0.00426,0.94880
ecs_specific_layer_per_head_layer_0_head_9,-0.00424,0.00424,0.94906
cas_vs_current_layer_per_head_layer_16_head_23,-0.00423,0.00423,0.94918
cas_alt_vs_current_layer_per_head_layer_7_head_11,0.00419,0.00419,0.94966
cas_alt_vs_current_layer_per_head_layer_3_head_22,-0.00412,0.00412,0.95043
bos_attention_proportion_per_head_layer_12_head_13,-0.00412,0.00412,0.95050
bos_attention_proportion_per_head_layer_26_head_11,0.00412,0.00412,0.95050
cas_alt_vs_current_layer_per_head_layer_0_head_3,-0.00409,0.00409,0.95080
cas_vs_current_layer_per_head_layer_20_head_0,-0.00409,0.00409,0.95080
cas_alt_vs_current_layer_per_head_layer_8_head_8,-0.00409,0.00409,0.95086
ecs_specific_layer_per_head_layer_3_head_7,-0.00406,0.00406,0.95114
cas_vs_final_layer_per_head_layer_7_head_1,0.00405,0.00405,0.95128
ecs_prompt_specific_layer_per_head_layer_17_head_3,-0.00404,0.00404,0.95138
cas_vs_final_layer_per_head_layer_3_head_3,-0.00401,0.00401,0.95175
ecs_specific_layer_per_head_layer_21_head_18,0.00400,0.00400,0.95184
ecs_specific_layer_per_head_layer_8_head_19,-0.00395,0.00395,0.95254
cas_vs_current_layer_per_head_layer_12_head_10,0.00394,0.00394,0.95260
cas_vs_final_layer_per_head_layer_15_head_20,-0.00393,0.00393,0.95270
cas_vs_current_layer_per_head_layer_5_head_2,0.00385,0.00385,0.95367
ecs_specific_layer_per_head_layer_3_head_23,-0.00383,0.00383,0.95390
cas_vs_current_layer_per_head_layer_21_head_5,0.00382,0.00382,0.95404
cas_vs_current_layer_per_head_layer_5_head_23,0.00381,0.00381,0.95417
bos_attention_proportion_per_head_layer_26_head_9,0.00381,0.00381,0.95420
pos_cos_similarity_per_layer_layer_8,0.00380,0.00380,0.95426
pos_score_per_layer_layer_8,0.00380,0.00380,0.95426
ecs_specific_layer_per_head_layer_10_head_8,-0.00378,0.00378,0.95455
cas_vs_final_layer_per_head_layer_6_head_22,0.00373,0.00373,0.95512
ecs_specific_layer_per_head_layer_6_head_22,-0.00364,0.00364,0.95621
cas_vs_final_layer_per_head_layer_16_head_19,0.00361,0.00361,0.95657
cas_vs_current_layer_per_head_layer_12_head_4,-0.00348,0.00348,0.95818
cas_vs_final_layer_per_head_layer_14_head_21,0.00343,0.00343,0.95875
cas_vs_current_layer_per_head_layer_21_head_0,0.00341,0.00341,0.95901
x_pre_ffn_norm_per_layer_layer_13,0.00339,0.00339,0.95928
cas_vs_final_layer_per_head_layer_17_head_15,0.00336,0.00336,0.95960
cas_vs_final_layer_per_head_layer_5_head_7,-0.00332,0.00332,0.96011
cas_vs_current_layer_per_head_layer_4_head_15,-0.00329,0.00329,0.96046
cas_vs_final_layer_per_head_layer_26_head_19,-0.00326,0.00326,0.96078
cas_vs_final_layer_per_head_layer_22_head_5,-0.00323,0.00323,0.96113
v_attn_norm_per_layer_layer_0,-0.00321,0.00321,0.96139
ecs_specific_layer_per_head_layer_15_head_12,0.00321,0.00321,0.96143
cas_vs_final_layer_per_head_layer_9_head_10,-0.00316,0.00316,0.96195
cas_alt_vs_current_layer_per_head_layer_0_head_14,-0.00315,0.00315,0.96205
cas_alt_vs_current_layer_per_head_layer_1_head_12,0.00313,0.00313,0.96236
ecs_prompt_specific_layer_per_head_layer_9_head_22,-0.00307,0.00307,0.96305
ecs_prompt_specific_layer_per_head_layer_9_head_14,-0.00306,0.00306,0.96324
parameter_knowledge_difference_layer_15,-0.00303,0.00303,0.96352
cas_vs_final_layer_per_head_layer_12_head_15,0.00300,0.00300,0.96388
ecs_specific_layer_per_head_layer_9_head_18,0.00300,0.00300,0.96392
cas_vs_current_layer_per_head_layer_14_head_8,0.00295,0.00295,0.96449
cas_vs_final_layer_per_head_layer_10_head_18,-0.00291,0.00291,0.96502
ecs_specific_layer_per_head_layer_4_head_8,-0.00280,0.00280,0.96630
cas_vs_current_layer_per_head_layer_9_head_6,-0.00276,0.00276,0.96685
ecs_specific_layer_per_head_layer_21_head_15,-0.00274,0.00274,0.96705
ecs_specific_layer_per_head_layer_10_head_7,0.00269,0.00269,0.96759
cas_vs_final_layer_per_head_layer_8_head_4,0.00267,0.00267,0.96786
cas_vs_current_layer_per_head_layer_12_head_19,0.00266,0.00266,0.96795
bos_attention_proportion_per_head_layer_6_head_22,0.00260,0.00260,0.96870
cas_vs_current_layer_per_head_layer_22_head_10,0.00258,0.00258,0.96897
ecs_specific_layer_per_head_layer_13_head_4,0.00257,0.00257,0.96902
ecs_specific_layer_per_head_layer_7_head_0,-0.00255,0.00255,0.96937
ecs_prompt_specific_layer_per_head_layer_0_head_18,-0.00251,0.00251,0.96974
ecs_specific_layer_per_head_layer_5_head_4,0.00251,0.00251,0.96977
cas_vs_final_layer_per_head_layer_15_head_14,0.00247,0.00247,0.97023
cas_alt_vs_current_layer_per_head_layer_3_head_0,-0.00246,0.00246,0.97038
ecs_specific_layer_per_head_layer_21_head_9,0.00245,0.00245,0.97047
cas_vs_final_layer_per_head_layer_26_head_17,0.00241,0.00241,0.97101
ecs_specific_layer_per_head_layer_16_head_14,-0.00232,0.00232,0.97210
cas_vs_final_layer_per_head_layer_4_head_10,-0.00230,0.00230,0.97234
cas_alt_vs_current_layer_per_head_layer_24_head_19,-0.00229,0.00229,0.97241
attention_entropy_per_head_layer_24_head_6,0.00225,0.00225,0.97289
cas_alt_vs_current_layer_per_head_layer_3_head_5,0.00216,0.00216,0.97401
cas_vs_current_layer_per_head_layer_10_head_10,0.00212,0.00212,0.97445
ecs_specific_layer_per_head_layer_6_head_6,-0.00209,0.00209,0.97484
cas_vs_final_layer_per_head_layer_9_head_4,0.00209,0.00209,0.97490
bos_attention_proportion_per_head_layer_24_head_21,0.00207,0.00207,0.97508
cas_alt_vs_current_layer_per_head_layer_19_head_16,-0.00202,0.00202,0.97575
bos_attention_proportion_per_head_layer_2_head_2,0.00201,0.00201,0.97586
cas_vs_current_layer_per_head_layer_2_head_9,-0.00198,0.00198,0.97618
cas_alt_vs_current_layer_per_head_layer_0_head_9,-0.00197,0.00197,0.97629
attention_entropy_per_head_layer_17_head_4,-0.00196,0.00196,0.97640
cas_vs_current_layer_per_head_layer_23_head_4,-0.00194,0.00194,0.97661
cas_vs_current_layer_per_head_layer_18_head_19,-0.00194,0.00194,0.97671
cas_vs_final_layer_per_head_layer_0_head_20,0.00192,0.00192,0.97687
ecs_prompt_specific_layer_per_head_layer_21_head_15,0.00192,0.00192,0.97690
x_post_ffn_norm_per_layer_layer_10,0.00191,0.00191,0.97700
x_input_norm_per_layer_layer_11,0.00191,0.00191,0.97700
cas_alt_vs_current_layer_per_head_layer_4_head_16,0.00188,0.00188,0.97733
bos_attention_proportion_per_head_layer_7_head_3,0.00188,0.00188,0.97734
ecs_specific_layer_per_head_layer_1_head_10,-0.00186,0.00186,0.97765
